LATITUDE,LONGITUDE,JD
59,-38,2460395.3985069445
42,-46,2460395.4019791665
24,-51,2460395.405451389
5,-55,2460395.408923611
-12,-59,2460395.4123958335
-30,-63,2460395.4158680555
-48,-69,2460395.4193402776
-65,-79,2460395.4228125
-80,-121,2460395.426284722
-74,146,2460395.4297569445
-57,127,2460395.4332291665
-39,120,2460395.436701389
-22,115,2460395.440173611
-3,111,2460395.4436458335
14,107,2460395.4471180555
32,103,2460395.4505902776
50,97,2460395.4540625
67,85,2460395.457534722
81,32,2460395.4610069445
72,-50,2460395.4644791665
55,-65,2460395.467951389
37,-72,2460395.471423611
19,-77,2460395.4748958335
0,-81,2460395.4783680555
-17,-85,2460395.4818402776
-35,-89,2460395.4853125
-53,-95,2460395.488784722
-70,-109,2460395.4922569445
-82,-178,2460395.4957291665
-70,114,2460395.499201389
-52,100,2460395.502673611
-35,94,2460395.5061458335
-17,89,2460395.5096180555
0,85,2460395.5130902776
19,82,2460395.5165625
37,77,2460395.520034722
55,70,2460395.5235069445
72,55,2460395.5269791665
81,-26,2460395.530451389
67,-81,2460395.533923611
50,-92,2460395.5373958335
32,-98,2460395.5408680555
14,-103,2460395.5443402776
-3,-106,2460395.5478125
-22,-110,2460395.551284722
-40,-115,2460395.5547569445
-57,-123,2460395.5582291665
-74,-142,2460395.561701389
-80,125,2460395.565173611
-65,84,2460395.5686458335
-48,73,2460395.5721180555
-30,68,2460395.5755902776
-12,64,2460395.5790625
5,60,2460395.582534722
24,56,2460395.5860069445
42,51,2460395.5894791665
59,43,2460395.592951389
76,20,2460395.596423611
79,-77,2460395.5998958335
63,-110,2460395.6033680555
45,-119,2460395.6068402776
27,-124,2460395.6103125
9,-128,2460395.613784722
-8,-132,2460395.6172569445
-26,-136,2460395.6207291665
-44,-141,2460395.624201389
-62,-150,2460395.627673611
-78,179,2460395.6311458335
-77,81,2460395.6346180555
-61,55,2460395.6380902776
-43,47,2460395.6415625
-25,42,2460395.645034722
-7,38,2460395.6485069445
10,34,2460395.6519791665
28,30,2460395.655451389
46,25,2460395.658923611
64,15,2460395.6623958335
80,-21,2460395.6658680555
75,-117,2460395.6693402776
58,-138,2460395.6728125
40,-145,2460395.676284722
22,-150,2460395.6797569445
4,-154,2460395.6832291665
-13,-158,2460395.686701389
-31,-162,2460395.690173611
-49,-168,2460395.6936458335
-67,-179,2460395.6971180555
-81,131,2460395.7005902776
-73,45,2460395.7040625
-56,28,2460395.707534722
-38,21,2460395.7110069445
-20,16,2460395.7144791665
-2,12,2460395.717951389
15,8,2460395.721423611
33,4,2460395.7248958335
51,-1,2460395.7283680555
69,-14,2460395.7318402776
81,-75,2460395.7353125
71,-150,2460395.738784722
53,-165,2460395.7422569445
35,-171,2460395.7457291665
17,-176,2460395.749201389
0,179,2460395.752673611
-18,175,2460395.7561458335
-36,171,2460395.7596180555
-54,164,2460395.7630902776
-71,149,2460395.7665625
-81,73,2460395.770034722
-68,13,2460395.7735069445
-51,1,2460395.7769791665
-33,-4,2460395.780451389
-15,-9,2460395.783923611
2,-12,2460395.7873958335
20,-16,2460395.7908680555
35,-20,2460395.7937384257
53,-27,2460395.797210648
70,-41,2460395.80068287
81,-113,2460395.8041550927
69,-177,2460395.8076273147
52,169,2460395.811099537
34,163,2460395.814571759
16,158,2460395.8180439817
-2,154,2460395.8215162037
-20,150,2460395.8249884257
-38,146,2460395.828460648
-56,139,2460395.83193287
-73,122,2460395.8354050927
-81,36,2460395.8388773147
-67,-12,2460395.842349537
-49,-24,2460395.845821759
-32,-29,2460395.8492939817
-14,-34,2460395.8527662037
4,-37,2460395.8562384257
22,-41,2460395.859710648
40,-46,2460395.86318287
58,-54,2460395.8666550927
75,-74,2460395.8701273147
80,-168,2460395.873599537
65,152,2460395.877071759
47,142,2460395.8805439817
29,137,2460395.8840162037
11,132,2460395.8874884257
-7,129,2460395.890960648
-25,125,2460395.89443287
-43,120,2460395.8979050927
-60,111,2460395.9013773147
-77,86,2460395.904849537
-78,-11,2460395.908321759
-62,-41,2460395.9117939817
-45,-50,2460395.9152662037
-27,-55,2460395.9187384257
-9,-59,2460395.922210648
9,-63,2460395.92568287
27,-67,2460395.9291550927
45,-73,2460395.9326273147
62,-82,2460395.936099537
78,-112,2460395.939571759
76,148,2460395.9430439817
60,124,2460395.9465162037
42,116,2460395.9499884257
24,111,2460395.953460648
6,107,2460395.95693287
-11,103,2460395.9604050927
-30,99,2460395.9638773147
-48,93,2460395.967349537
-65,83,2460395.970821759
-80,43,2460395.9742939817
-74,-49,2460395.9777662037
-58,-69,2460395.9812384257
-40,-76,2460395.984710648
-22,-81,2460395.98818287
-4,-85,2460395.9916550927
13,-89,2460395.9951273147
32,-93,2460395.998599537
50,-99,2460396.002071759
67,-110,2460396.0055439817
81,-162,2460396.0090162037
72,113,2460396.0124884257
55,96,2460396.015960648
37,90,2460396.01943287
19,85,2460396.0229050927
1,81,2460396.0263773147
-16,77,2460396.029849537
-34,73,2460396.033321759
-52,66,2460396.0367939817
-70,53,2460396.0402662037
-82,-12,2460396.0437384257
-70,-82,2460396.047210648
-53,-96,2460396.05068287
-35,-102,2460396.0541550927
-17,-107,2460396.0576273147
0,-111,2460396.061099537
18,-115,2460396.064571759
36,-119,2460396.0680439817
54,-126,2460396.0715162037
72,-141,2460396.0749884257
81,138,2460396.078460648
68,81,2460396.08193287
50,69,2460396.0854050927
32,64,2460396.0888773147
14,59,2460396.092349537
-3,55,2460396.095821759
-21,51,2460396.0992939817
-39,47,2460396.1027662037
-57,39,2460396.1062384257
-74,21,2460396.109710648
-80,-69,2460396.11318287
-66,-112,2460396.1166550927
-48,-123,2460396.1201273147
-30,-128,2460396.123599537
-12,-133,2460396.127071759
5,-136,2460396.1305439817
23,-140,2460396.1340162037
41,-145,2460396.1374884257
59,-153,2460396.140960648
76,-176,2460396.14443287
79,86,2460396.1479050927
63,52,2460396.1513773147
45,43,2460396.154849537
27,38,2460396.158321759
9,33,2460396.1617939817
-8,30,2460396.1652662037
-26,26,2460396.1687384257
-44,20,2460396.172210648
-62,12,2460396.17568287
-78,-16,2460396.1791550927
-77,-115,2460396.1826273147
-61,-141,2460396.186099537
-43,-149,2460396.189571759
-25,-154,2460396.1930439817
-7,-158,2460396.1965162037
10,-162,2460396.1999884257
28,-166,2460396.203460648
46,-172,2460396.20693287
64,178,2460396.2104050927
79,142,2460396.2138773147
75,46,2460396.217349537
58,24,2460396.220821759
41,17,2460396.2242939817
23,12,2460396.2277662037
4,8,2460396.2312384257
-13,4,2460396.234710648
-31,0,2460396.23818287
-49,-5,2460396.2416550927
-66,-16,2460396.2451273147
-81,-63,2460396.248599537
-73,-151,2460396.252071759
-56,-168,2460396.2555439817
-38,-175,2460396.2590162037
-20,179,2460396.2624884257
-2,175,2460396.265960648
15,171,2460396.26943287
33,167,2460396.2729050927
51,161,2460396.2763773147
68,148,2460396.279849537
81,89,2460396.283321759
71,12,2460396.2867939817
54,-2,2460396.2902662037
36,-8,2460396.2937384257
18,-13,2460396.297210648
0,-17,2460396.30068287
-18,-21,2460396.3041550927
-36,-25,2460396.3076273147
-54,-32,2460396.311099537
-71,-46,2460396.314571759
-81,-121,2460396.3180439817
-69,176,2460396.3215162037
-51,164,2460396.3249884257
-34,158,2460396.328460648
-16,153,2460396.33193287
2,149,2460396.3354050927
20,145,2460396.3388773147
38,141,2460396.342349537
56,134,2460396.345821759
73,117,2460396.3492939817
81,30,2460396.3527662037
66,-18,2460396.3562384257
55,-26,2460396.3585069445
37,-33,2460396.3619791665
19,-37,2460396.365451389
1,-41,2460396.368923611
-16,-45,2460396.3723958335
-34,-50,2460396.3758680555
-52,-56,2460396.379340278
-70,-69,2460396.3828125
-82,-136,2460396.386284722
-70,153,2460396.3897569445
-53,140,2460396.3932291665
-35,133,2460396.396701389
-17,129,2460396.400173611
0,125,2460396.4036458335
18,121,2460396.4071180555
36,116,2460396.410590278
54,110,2460396.4140625
72,94,2460396.417534722
81,14,2460396.4210069445
68,-41,2460396.4244791665
50,-53,2460396.427951389
32,-59,2460396.431423611
14,-63,2460396.4348958335
-3,-67,2460396.4383680555
-21,-71,2460396.441840278
-39,-76,2460396.4453125
-57,-83,2460396.448784722
-74,-102,2460396.4522569445
-80,166,2460396.4557291665
-66,123,2460396.459201389
-48,113,2460396.462673611
-30,107,2460396.4661458335
-12,103,2460396.4696180555
5,99,2460396.473090278
23,95,2460396.4765625
41,90,2460396.480034722
59,83,2460396.4835069445
76,60,2460396.4869791665
79,-36,2460396.490451389
63,-70,2460396.493923611
45,-79,2460396.4973958335
27,-85,2460396.5008680555
9,-89,2460396.504340278
-8,-93,2460396.5078125
-26,-97,2460396.511284722
-44,-102,2460396.5147569445
-62,-111,2460396.5182291665
-78,-139,2460396.521701389
-77,121,2460396.525173611
-61,95,2460396.5286458335
-43,87,2460396.5321180555
-25,81,2460396.535590278
-7,77,2460396.5390625
10,74,2460396.542534722
28,69,2460396.5460069445
46,64,2460396.5494791665
64,54,2460396.552951389
79,19,2460396.556423611
75,-77,2460396.5598958335
58,-98,2460396.5633680555
41,-106,2460396.566840278
23,-111,2460396.5703125
4,-115,2460396.573784722
-13,-118,2460396.5772569445
-31,-123,2460396.5807291665
-49,-128,2460396.584201389
-66,-139,2460396.587673611
-81,173,2460396.5911458335
-73,85,2460396.5946180555
-56,67,2460396.598090278
-39,60,2460396.6015625
-20,56,2460396.605034722
-2,52,2460396.6085069445
15,48,2460396.6119791665
33,43,2460396.615451389
51,37,2460396.618923611
68,25,2460396.6223958335
81,-33,2460396.6258680555
71,-110,2460396.629340278
54,-125,2460396.6328125
36,-132,2460396.636284722
18,-136,2460396.6397569445
0,-140,2460396.6432291665
-18,-144,2460396.646701389
-36,-149,2460396.650173611
-54,-155,2460396.6536458335
-71,-170,2460396.6571180555
-81,115,2460396.660590278
-69,53,2460396.6640625
-52,40,2460396.667534722
-34,34,2460396.6710069445
-16,30,2460396.6744791665
2,26,2460396.677951389
20,22,2460396.681423611
38,17,2460396.6848958335
56,10,2460396.6883680555
73,-5,2460396.691840278
81,-92,2460396.6953125
66,-141,2460396.698784722
49,-152,2460396.7022569445
31,-158,2460396.7057291665
13,-162,2460396.709201389
-4,-166,2460396.712673611
-23,-170,2460396.7161458335
-41,-175,2460396.7196180555
-58,177,2460396.723090278
-75,156,2460396.7265625
-80,61,2460396.730034722
-64,24,2460396.7335069445
-47,14,2460396.7369791665
-29,8,2460396.740451389
-11,4,2460396.743923611
6,0,2460396.7473958335
25,-3,2460396.7508680555
43,-8,2460396.754340278
60,-16,2460396.7578125
77,-41,2460396.761284722
78,-140,2460396.7647569445
62,-170,2460396.7682291665
44,-179,2460396.771701389
26,175,2460396.775173611
8,171,2460396.7786458335
-9,167,2460396.7821180555
-27,163,2460396.785590278
-45,158,2460396.7890625
-63,149,2460396.792534722
-79,116,2460396.7960069445
-76,19,2460396.7994791665
-60,-4,2460396.802951389
-42,-12,2460396.806423611
-24,-17,2460396.8098958335
-6,-21,2460396.8133680555
11,-24,2460396.816840278
28,-28,2460396.819988426
46,-34,2460396.8234606483
63,-43,2460396.8269328703
79,-77,2460396.830405093
76,-175,2460396.833877315
59,163,2460396.837349537
41,155,2460396.8408217593
23,150,2460396.8442939813
5,146,2460396.847766204
-13,142,2460396.851238426
-31,138,2460396.8547106483
-49,132,2460396.8581828703
-66,121,2460396.861655093
-81,76,2460396.865127315
-73,-12,2460396.868599537
-57,-30,2460396.8720717593
-39,-37,2460396.8755439813
-21,-42,2460396.879016204
-3,-46,2460396.882488426
14,-50,2460396.8859606483
33,-54,2460396.8894328703
51,-60,2460396.892905093
68,-72,2460396.896377315
81,-130,2460396.899849537
71,150,2460396.9033217593
54,135,2460396.9067939813
36,129,2460396.910266204
18,124,2460396.913738426
0,120,2460396.9172106483
-17,116,2460396.9206828703
-36,112,2460396.924155093
-53,105,2460396.927627315
-71,91,2460396.931099537
-81,18,2460396.9345717593
-69,-44,2460396.9380439813
-52,-57,2460396.941516204
-34,-63,2460396.944988426
-16,-68,2460396.9484606483
1,-72,2460396.9519328703
19,-76,2460396.955405093
37,-80,2460396.958877315
55,-87,2460396.962349537
72,-104,2460396.9658217593
81,170,2460396.9692939813
67,120,2460396.972766204
49,108,2460396.976238426
31,103,2460396.9797106483
13,98,2460396.9831828703
-4,94,2460396.986655093
-22,91,2460396.990127315
-40,86,2460396.993599537
-58,78,2460396.9970717593
-75,58,2460397.0005439813
-80,-36,2460397.004016204
-65,-74,2460397.007488426
-47,-84,2460397.0109606483
-29,-89,2460397.0144328703
-11,-93,2460397.017905093
6,-97,2460397.021377315
24,-101,2460397.024849537
42,-106,2460397.0283217593
60,-114,2460397.0317939813
77,-139,2460397.035266204
78,121,2460397.038738426
62,91,2460397.0422106483
44,82,2460397.0456828703
26,77,2460397.049155093
8,73,2460397.052627315
-9,69,2460397.056099537
-27,65,2460397.0595717593
-45,59,2460397.0630439813
-63,50,2460397.066516204
-79,19,2460397.069988426
-76,-78,2460397.0734606483
-60,-102,2460397.0769328703
-42,-110,2460397.080405093
-24,-115,2460397.083877315
-6,-119,2460397.087349537
11,-123,2460397.0908217593
29,-127,2460397.0942939813
47,-133,2460397.097766204
65,-143,2460397.101238426
80,176,2460397.1047106483
74,83,2460397.1081828703
57,63,2460397.111655093
40,56,2460397.115127315
21,51,2460397.118599537
3,47,2460397.1220717593
-14,43,2460397.1255439813
-32,39,2460397.129016204
-50,33,2460397.132488426
-67,21,2460397.1359606483
-81,-30,2460397.1394328703
-72,-113,2460397.142905093
-55,-129,2460397.146377315
-37,-136,2460397.149849537
-19,-141,2460397.1533217593
-1,-145,2460397.1567939813
16,-149,2460397.160266204
34,-153,2460397.163738426
52,-159,2460397.1672106483
69,-173,2460397.1706828703
82,120,2460397.174155093
70,50,2460397.177627315
53,36,2460397.181099537
35,30,2460397.1845717593
17,25,2460397.1880439813
-1,21,2460397.191516204
-19,17,2460397.194988426
-37,13,2460397.1984606483
-55,6,2460397.2019328703
-72,-9,2460397.205405093
-81,-89,2460397.208877315
-68,-144,2460397.212349537
-50,-156,2460397.2158217593
-33,-162,2460397.2192939813
-15,-167,2460397.222766204
3,-171,2460397.226238426
21,-174,2460397.2297106483
39,-179,2460397.2331828703
57,173,2460397.236655093
74,154,2460397.240127315
80,63,2460397.243599537
65,20,2460397.2470717593
48,9,2460397.2505439813
30,4,2460397.254016204
12,0,2460397.257488426
-6,-3,2460397.2609606483
-24,-7,2460397.2644328703
-42,-12,2460397.267905093
-59,-20,2460397.271377315
-76,-43,2460397.274849537
-79,-141,2460397.2783217593
-63,-174,2460397.2817939813
-46,176,2460397.285266204
-28,171,2460397.288738426
-10,167,2460397.2922106483
8,163,2460397.2956828703
26,159,2460397.299155093
44,154,2460397.302627315
61,145,2460397.306099537
78,117,2460397.3095717593
77,18,2460397.3130439813
61,-8,2460397.316516204
44,-16,2460397.3198148147
26,-21,2460397.323287037
8,-25,2460397.326759259
-10,-29,2460397.3302314817
-28,-33,2460397.3337037037
-46,-38,2460397.3371759257
-63,-48,2460397.340648148
-79,-81,2460397.34412037
-76,-178,2460397.3475925927
-59,158,2460397.3510648147
-42,150,2460397.354537037
-24,145,2460397.358009259
-6,141,2460397.3614814817
11,137,2460397.3649537037
30,133,2460397.3684259257
48,127,2460397.371898148
65,117,2460397.37537037
80,75,2460397.3788425927
74,-16,2460397.3823148147
57,-35,2460397.385787037
39,-42,2460397.389259259
21,-47,2460397.3927314817
3,-51,2460397.3962037037
-14,-55,2460397.3996759257
-33,-59,2460397.403148148
-50,-65,2460397.40662037
-68,-77,2460397.4100925927
-81,-132,2460397.4135648147
-72,146,2460397.417037037
-55,131,2460397.420509259
-37,124,2460397.4239814817
-19,119,2460397.4274537037
-1,115,2460397.4309259257
16,112,2460397.434398148
34,107,2460397.43787037
52,101,2460397.4413425927
70,87,2460397.4448148147
82,18,2460397.448287037
70,-49,2460397.451759259
52,-62,2460397.4552314817
34,-68,2460397.4587037037
16,-73,2460397.4621759257
-1,-77,2460397.465648148
-19,-80,2460397.46912037
-37,-85,2460397.4725925927
-55,-92,2460397.4760648147
-72,-108,2460397.479537037
-81,168,2460397.483009259
-67,115,2460397.4864814817
-50,104,2460397.4899537037
-32,98,2460397.4934259257
-14,94,2460397.496898148
3,90,2460397.50037037
21,86,2460397.5038425927
39,81,2460397.5073148147
57,74,2460397.510787037
74,55,2460397.514259259
80,-37,2460397.5177314817
65,-78,2460397.5212037037
47,-89,2460397.5246759257
29,-94,2460397.528148148
11,-98,2460397.53162037
-6,-102,2460397.5350925927
-24,-106,2460397.5385648147
-42,-111,2460397.542037037
-60,-119,2460397.545509259
-76,-143,2460397.5489814817
-79,118,2460397.5524537037
-63,86,2460397.5559259257
-45,77,2460397.559398148
-27,72,2460397.56287037
-9,68,2460397.5663425927
8,64,2460397.5698148147
26,60,2460397.573287037
44,55,2460397.576759259
62,46,2460397.5802314817
78,17,2460397.5837037037
77,-82,2460397.5871759257
60,-107,2460397.590648148
43,-115,2460397.59412037
24,-120,2460397.5975925927
6,-124,2460397.6010648147
-11,-128,2460397.604537037
-29,-132,2460397.608009259
-47,-138,2460397.6114814817
-65,-148,2460397.6149537037
-80,173,2460397.6184259257
-75,79,2460397.621898148
-58,58,2460397.62537037
-40,51,2460397.6288425927
-22,46,2460397.6323148147
-4,42,2460397.635787037
13,38,2460397.639259259
31,34,2460397.6427314817
49,28,2460397.6462037037
67,17,2460397.6496759257
81,-31,2460397.653148148
73,-117,2460397.65662037
56,-134,2460397.6600925927
38,-141,2460397.6635648147
20,-146,2460397.667037037
1,-150,2460397.670509259
-16,-154,2460397.6739814817
-34,-158,2460397.6774537037
-52,-164,2460397.6809259257
-69,-177,2460397.684398148
-81,119,2460397.68787037
-71,46,2460397.6913425927
-53,31,2460397.6948148147
-36,25,2460397.698287037
-18,20,2460397.701759259
0,16,2460397.7052314817
18,13,2460397.7087037037
36,8,2460397.7121759257
54,1,2460397.715648148
71,-12,2460397.71912037
81,-90,2460397.7225925927
68,-149,2460397.7260648147
51,-161,2460397.729537037
33,-167,2460397.733009259
15,-172,2460397.7364814817
-3,-175,2460397.7399537037
-21,-179,2460397.7434259257
-39,175,2460397.746898148
-57,168,2460397.75037037
-73,150,2460397.7538425927
-81,61,2460397.7573148147
-66,15,2460397.760787037
-49,5,2460397.764259259
-31,0,2460397.7677314817
-13,-4,2460397.7712037037
5,-8,2460397.7746759257
23,-12,2460397.778148148
37,-16,2460397.78087963
55,-23,2460397.784351852
72,-39,2460397.7878240743
81,-121,2460397.7912962963
67,-175,2460397.7947685183
50,173,2460397.798240741
32,167,2460397.801712963
14,162,2460397.8051851853
-4,159,2460397.8086574073
-22,155,2460397.81212963
-40,150,2460397.815601852
-58,143,2460397.8190740743
-74,123,2460397.8225462963
-80,30,2460397.8260185183
-65,-9,2460397.829490741
-48,-20,2460397.832962963
-30,-25,2460397.8364351853
-12,-29,2460397.8399074073
6,-33,2460397.84337963
24,-37,2460397.846851852
42,-42,2460397.8503240743
60,-50,2460397.8537962963
76,-73,2460397.8572685183
79,-172,2460397.860740741
63,155,2460397.864212963
45,146,2460397.8676851853
27,141,2460397.8711574073
9,137,2460397.87462963
-8,133,2460397.878101852
-27,129,2460397.8815740743
-45,124,2460397.8850462963
-62,115,2460397.8885185183
