LATITUDE,LONGITUDE,JD
9,-26,2460416.8210416664
22,-28,2460416.8234953703
40,-33,2460416.826967593
58,-41,2460416.830439815
75,-61,2460416.833912037
80,-156,2460416.8373842593
64,165,2460416.8408564813
47,155,2460416.844328704
29,150,2460416.847800926
10,145,2460416.8512731483
-7,142,2460416.8547453703
-25,138,2460416.858217593
-43,133,2460416.861689815
-60,124,2460416.865162037
-77,99,2460416.8686342593
-78,1,2460416.8721064813
-62,-28,2460416.875578704
-45,-37,2460416.879050926
-27,-42,2460416.8825231483
-8,-46,2460416.8859953703
9,-50,2460416.889467593
27,-54,2460416.892939815
45,-60,2460416.896412037
63,-69,2460416.8998842593
79,-101,2460416.9033564813
76,160,2460416.906828704
60,137,2460416.910300926
42,129,2460416.9137731483
24,124,2460416.9172453703
6,120,2460416.920717593
-12,116,2460416.924189815
-30,112,2460416.927662037
-48,106,2460416.9311342593
-65,96,2460416.9346064813
-80,55,2460416.938078704
-74,-37,2460416.941550926
-58,-56,2460416.9450231483
-40,-63,2460416.9484953703
-22,-68,2460416.951967593
-4,-72,2460416.955439815
14,-76,2460416.958912037
32,-80,2460416.9623842593
50,-86,2460416.9658564813
67,-98,2460416.969328704
81,-151,2460416.972800926
72,125,2460416.9762731483
55,109,2460416.9797453703
37,103,2460416.983217593
19,98,2460416.986689815
1,94,2460416.990162037
-16,90,2460416.9936342593
-35,86,2460416.9971064813
-52,79,2460417.000578704
-70,66,2460417.004050926
-82,0,2460417.0075231483
-70,-69,2460417.0109953703
-53,-83,2460417.014467593
-35,-89,2460417.017939815
-17,-94,2460417.021412037
0,-98,2460417.0248842593
19,-102,2460417.0283564813
37,-106,2460417.031828704
55,-113,2460417.035300926
72,-129,2460417.0387731483
81,149,2460417.0422453703
67,94,2460417.045717593
50,82,2460417.049189815
32,76,2460417.052662037
14,72,2460417.0561342593
-3,68,2460417.0596064813
-21,64,2460417.063078704
-39,60,2460417.066550926
-57,52,2460417.0700231483
-74,34,2460417.0734953703
-80,-57,2460417.076967593
-65,-99,2460417.080439815
-48,-110,2460417.083912037
-30,-115,2460417.0873842593
-12,-120,2460417.0908564813
5,-123,2460417.094328704
23,-127,2460417.097800926
42,-132,2460417.1012731483
59,-140,2460417.1047453703
76,-163,2460417.108217593
79,98,2460417.111689815
63,65,2460417.115162037
45,56,2460417.1186342593
27,51,2460417.1221064813
9,46,2460417.125578704
-8,43,2460417.129050926
-26,39,2460417.1325231483
-44,33,2460417.1359953703
-62,25,2460417.139467593
-78,-3,2460417.142939815
-77,-102,2460417.146412037
-61,-128,2460417.1498842593
-43,-136,2460417.1533564813
-25,-141,2460417.156828704
-7,-145,2460417.160300926
10,-149,2460417.1637731483
28,-153,2460417.1672453703
46,-159,2460417.170717593
64,-169,2460417.174189815
79,154,2460417.177662037
75,58,2460417.1811342593
58,37,2460417.1846064813
40,30,2460417.188078704
22,25,2460417.191550926
4,21,2460417.1950231483
-13,17,2460417.1984953703
-31,13,2460417.201967593
-49,7,2460417.205439815
-66,-3,2460417.208912037
-81,-50,2460417.2123842593
-73,-138,2460417.2158564813
-56,-155,2460417.219328704
-38,-162,2460417.222800926
-20,-167,2460417.2262731483
-2,-171,2460417.2297453703
15,-175,2460417.233217593
33,-179,2460417.236689815
51,174,2460417.240162037
69,161,2460417.2436342593
81,99,2460417.2471064813
71,24,2460417.250578704
53,10,2460417.254050926
35,3,2460417.2575231483
17,0,2460417.2609953703
0,-4,2460417.264467593
-18,-8,2460417.267939815
-36,-12,2460417.271412037
-54,-19,2460417.2748842593
-71,-34,2460417.2783564813
-81,-109,2460417.281828704
-69,-170,2460417.285300926
-51,177,2460417.2887731483
-34,171,2460417.2922453703
-15,166,2460417.295717593
2,162,2460417.299189815
20,158,2460417.302662037
38,154,2460417.3061342593
56,147,2460417.3096064813
73,129,2460417.313078704
81,41,2460417.316550926
66,-5,2460417.3200231483
49,-16,2460417.3234953703
45,-17,2460417.3242245372
27,-23,2460417.3276967593
9,-27,2460417.3311689813
-8,-30,2460417.3346412037
-27,-35,2460417.3381134258
-45,-40,2460417.3415856482
-62,-49,2460417.3450578703
-78,-78,2460417.3485300927
-77,-177,2460417.3520023148
-61,157,2460417.3554745372
-43,149,2460417.3589467593
-25,144,2460417.3624189813
-7,140,2460417.3658912037
10,136,2460417.3693634258
29,132,2460417.3728356482
47,126,2460417.3763078703
64,116,2460417.3797800927
80,78,2460417.3832523148
75,-16,2460417.3867245372
58,-36,2460417.3901967593
40,-44,2460417.3936689813
22,-48,2460417.3971412037
4,-52,2460417.4006134258
-13,-56,2460417.4040856482
-31,-60,2460417.4075578703
-49,-66,2460417.4110300927
-67,-77,2460417.4145023148
-81,-126,2460417.4179745372
-73,146,2460417.4214467593
-56,129,2460417.4249189813
-38,123,2460417.4283912037
-20,118,2460417.4318634258
-2,114,2460417.4353356482
15,110,2460417.4388078703
34,106,2460417.4422800927
52,99,2460417.4457523148
69,87,2460417.4492245372
81,23,2460417.4526967593
70,-49,2460417.4561689813
53,-63,2460417.4596412037
35,-70,2460417.4631134258
17,-74,2460417.4665856482
0,-78,2460417.4700578703
-18,-82,2460417.4735300927
-36,-86,2460417.4770023148
-54,-93,2460417.4804745372
-71,-108,2460417.4839467593
-81,174,2460417.4874189813
-68,115,2460417.4908912037
-51,103,2460417.4943634258
-33,96,2460417.4978356482
-15,92,2460417.5013078703
2,88,2460417.5047800927
20,84,2460417.5082523148
38,80,2460417.5117245372
56,72,2460417.5151967593
73,55,2460417.5186689813
81,-34,2460417.5221412037
66,-79,2460417.5256134258
48,-90,2460417.5290856482
30,-96,2460417.5325578703
12,-100,2460417.5360300927
-5,-104,2460417.5395023148
-23,-108,2460417.5429745372
-41,-113,2460417.5464467593
-59,-120,2460417.5499189813
-75,-142,2460417.5533912037
-79,121,2460417.5568634258
-64,86,2460417.5603356482
-46,76,2460417.5638078703
-28,71,2460417.5672800927
-10,66,2460417.5707523148
7,63,2460417.5742245372
25,58,2460417.5776967593
43,53,2460417.5811689813
61,45,2460417.5846412037
77,18,2460417.5881134258
77,-81,2460417.5915856482
61,-108,2460417.5950578703
43,-116,2460417.5985300927
25,-122,2460417.6020023148
7,-126,2460417.6054745372
-10,-129,2460417.6089467593
-28,-134,2460417.6124189813
-46,-139,2460417.6158912037
-63,-148,2460417.6193634258
-79,177,2460417.6228356482
-76,80,2460417.6263078703
-59,57,2460417.6297800927
-41,50,2460417.6332523148
-23,45,2460417.6367245372
-5,41,2460417.6401967593
12,37,2460417.6436689813
30,33,2460417.6471412037
48,27,2460417.6506134258
66,16,2460417.6540856482
80,-27,2460417.6575578703
73,-117,2460417.6610300927
56,-135,2460417.6645023148
39,-143,2460417.6679745372
21,-147,2460417.6714467593
2,-151,2460417.6749189813
-15,-155,2460417.6783912037
-33,-159,2460417.6818634258
-51,-165,2460417.6853356482
-68,-178,2460417.6888078703
-81,125,2460417.6922800927
-72,46,2460417.6957523148
-54,30,2460417.6992245372
-37,23,2460417.7026967593
-19,19,2460417.7061689813
0,15,2460417.7096412037
17,11,2460417.7131134258
35,7,2460417.7165856482
53,0,2460417.7200578703
70,-13,2460417.7235300927
81,-85,2460417.7270023148
69,-150,2460417.7304745372
52,-162,2460417.7339467593
34,-169,2460417.7374189813
16,-173,2460417.7408912037
-2,-177,2460417.7443634258
-20,178,2460417.7478356482
-38,174,2460417.7513078703
-55,167,2460417.7547800927
-72,150,2460417.7582523148
-81,66,2460417.7617245372
-67,15,2460417.7651967593
-50,3,2460417.7686689813
-32,-2,2460417.7721412037
-14,-6,2460417.7756134258
4,-10,2460417.7790856482
22,-14,2460417.7825578703
36,-17,2460417.785300926
54,-24,2460417.7887731483
71,-39,2460417.7922453703
81,-117,2460417.795717593
68,-175,2460417.799189815
51,171,2460417.802662037
33,165,2460417.8061342593
15,161,2460417.8096064813
-3,157,2460417.813078704
-21,153,2460417.816550926
-39,149,2460417.8200231483
-57,141,2460417.8234953703
-73,124,2460417.826967593
-81,34,2460417.830439815
-66,-10,2460417.833912037
-49,-21,2460417.8373842593
-31,-27,2460417.8408564813
-13,-31,2460417.844328704
5,-35,2460417.847800926
23,-39,2460417.8512731483
41,-44,2460417.8547453703
59,-51,2460417.858217593
75,-73,2460417.861689815
79,-170,2460417.865162037
63,154,2460417.8686342593
46,145,2460417.8721064813
28,139,2460417.875578704
10,135,2460417.879050926
-8,131,2460417.8825231483
-26,127,2460417.8859953703
-44,122,2460417.889467593
-61,114,2460417.892939815
-77,87,2460417.896412037
-78,-11,2460417.8998842593
-61,-39,2460417.9033564813
-44,-47,2460417.906828704
-26,-52,2460417.910300926
-8,-56,2460417.9137731483
10,-60,2460417.9172453703
28,-64,2460417.920717593
46,-70,2460417.924189815
63,-79,2460417.927662037
79,-114,2460417.9311342593
75,148,2460417.9346064813
59,126,2460417.938078704
41,118,2460417.941550926
23,114,2460417.9450231483
5,110,2460417.9484953703
-12,106,2460417.951967593
-30,102,2460417.955439815
-48,96,2460417.958912037
-66,85,2460417.9623842593
-80,41,2460417.9658564813
-74,-48,2460417.969328704
-57,-66,2460417.972800926
-39,-74,2460417.9762731483
-21,-78,2460417.9797453703
-3,-82,2460417.983217593
14,-86,2460417.986689815
33,-90,2460417.990162037
51,-96,2460417.9936342593
68,-109,2460417.9971064813
81,-167,2460418.000578704
71,114,2460418.004050926
54,99,2460418.0075231483
36,92,2460418.0109953703
18,88,2460418.014467593
0,84,2460418.017939815
-17,80,2460418.021412037
-35,76,2460418.0248842593
-53,69,2460418.0283564813
-70,55,2460418.031828704
-81,-16,2460418.035300926
-69,-80,2460418.0387731483
-52,-93,2460418.0422453703
-34,-100,2460418.045717593
-16,-104,2460418.049189815
1,-108,2460418.052662037
19,-112,2460418.0561342593
37,-116,2460418.0596064813
55,-123,2460418.063078704
73,-140,2460418.066550926
81,133,2460418.0700231483
67,83,2460418.0734953703
49,72,2460418.076967593
31,66,2460418.080439815
13,62,2460418.083912037
-4,58,2460418.0873842593
-22,54,2460418.0908564813
-40,49,2460418.094328704
-58,42,2460418.097800926
-75,22,2460418.1012731483
-80,-71,2460418.1047453703
-65,-110,2460418.108217593
-47,-120,2460418.111689815
-29,-126,2460418.115162037
-11,-130,2460418.1186342593
6,-134,2460418.1221064813
24,-138,2460418.125578704
42,-143,2460418.129050926
60,-151,2460418.1325231483
77,-176,2460418.1359953703
78,84,2460418.139467593
62,55,2460418.142939815
44,46,2460418.146412037
26,40,2460418.1498842593
8,36,2460418.1533564813
-9,33,2460418.156828704
-27,28,2460418.160300926
-45,23,2460418.1637731483
-63,14,2460418.1672453703
-78,-16,2460418.170717593
-76,-114,2460418.174189815
-60,-138,2460418.177662037
-42,-146,2460418.1811342593
-24,-151,2460418.1846064813
-6,-155,2460418.188078704
11,-159,2460418.191550926
29,-163,2460418.1950231483
47,-169,2460418.1984953703
65,-179,2460418.201967593
80,140,2460418.205439815
74,46,2460418.208912037
57,27,2460418.2123842593
40,19,2460418.2158564813
21,15,2460418.219328704
3,11,2460418.222800926
-14,7,2460418.2262731483
-32,2,2460418.2297453703
-50,-2,2460418.233217593
-67,-14,2460418.236689815
-81,-65,2460418.240162037
-72,-149,2460418.2436342593
-55,-166,2460418.2471064813
-38,-173,2460418.250578704
-20,-177,2460418.254050926
-1,178,2460418.2575231483
16,174,2460418.2609953703
34,170,2460418.264467593
52,163,2460418.267939815
69,150,2460418.271412037
82,83,2460418.2748842593
70,13,2460418.2783564813
53,0,2460418.281828704
35,-6,2460418.285300926
17,-10,2460418.2887731483
-1,-14,2460418.2922453703
-19,-18,2460418.295717593
-37,-23,2460418.299189815
-55,-29,2460418.302662037
-72,-45,2460418.3061342593
-81,-124,2460418.3096064813
-68,178,2460418.313078704
-51,166,2460418.316550926
-33,160,2460418.3200231483
-15,156,2460418.3234953703
3,152,2460418.326967593
21,148,2460418.330439815
39,143,2460418.333912037
57,136,2460418.3373842593
74,118,2460418.3408564813
80,26,2460418.344328704
65,-16,2460418.347800926
52,-24,2460418.3504976854
34,-31,2460418.3539699074
16,-35,2460418.3574421294
-1,-39,2460418.360914352
-20,-43,2460418.364386574
-38,-47,2460418.3678587964
-55,-54,2460418.3713310184
-72,-71,2460418.374803241
-81,-154,2460418.378275463
-67,153,2460418.3817476854
-50,141,2460418.3852199074
-32,135,2460418.3886921294
-14,131,2460418.392164352
3,127,2460418.395636574
22,123,2460418.3991087964
40,119,2460418.4025810184
58,111,2460418.406053241
74,91,2460418.409525463
80,-2,2460418.4129976854
65,-41,2460418.4164699074
47,-51,2460418.4199421294
29,-57,2460418.423414352
11,-61,2460418.426886574
-6,-65,2460418.4303587964
-24,-69,2460418.4338310184
-42,-74,2460418.437303241
-60,-82,2460418.440775463
-76,-106,2460418.4442476854
-78,155,2460418.4477199074
-63,124,2460418.4511921294
-45,115,2460418.454664352
-27,110,2460418.458136574
-9,105,2460418.4616087964
8,102,2460418.4650810184
27,98,2460418.468553241
45,92,2460418.472025463
62,83,2460418.4754976854
78,53,2460418.4789699074
76,-45,2460418.4824421294
60,-69,2460418.485914352
42,-77,2460418.489386574
24,-82,2460418.4928587964
6,-86,2460418.4963310184
-11,-90,2460418.499803241
-29,-94,2460418.503275463
-47,-100,2460418.5067476854
-65,-110,2460418.5102199074
-80,-149,2460418.5136921294
-75,116,2460418.517164352
-58,96,2460418.520636574
-40,89,2460418.5241087964
-22,84,2460418.5275810184
-4,80,2460418.531053241
13,76,2460418.534525463
31,72,2460418.5379976854
49,66,2460418.5414699074
67,54,2460418.5449421294
81,3,2460418.548414352
72,-80,2460418.551886574
55,-97,2460418.5553587964
37,-104,2460418.5588310184
19,-108,2460418.562303241
1,-112,2460418.565775463
-16,-116,2460418.5692476854
-34,-120,2460418.5727199074
-52,-127,2460418.5761921294
-69,-140,2460418.579664352
-81,155,2460418.583136574
-70,83,2460418.5866087964
-53,69,2460418.5900810184
-35,62,2460418.593553241
-17,58,2460418.597025463
0,54,2460418.6004976854
18,50,2460418.6039699074
36,46,2460418.6074421294
54,39,2460418.610914352
71,24,2460418.614386574
81,-55,2460418.6178587964
68,-112,2460418.6213310184
50,-124,2460418.624803241
32,-130,2460418.628275463
14,-134,2460418.6317476854
-3,-138,2460418.6352199074
-21,-142,2460418.6386921294
-39,-147,2460418.642164352
-57,-154,2460418.645636574
-74,-172,2460418.6491087964
-80,97,2460418.6525810184
-66,53,2460418.656053241
-48,42,2460418.659525463
-30,36,2460418.6629976854
-12,32,2460418.6664699074
5,28,2460418.6699421294
23,24,2460418.673414352
41,19,2460418.676886574
59,12,2460418.6803587964
76,-10,2460418.6838310184
79,-107,2460418.687303241
63,-141,2460418.690775463
46,-150,2460418.6942476854
28,-156,2460418.6977199074
9,-160,2460418.7011921294
-8,-164,2460418.704664352
-26,-168,2460418.708136574
-44,-173,2460418.7116087964
-61,178,2460418.7150810184
-78,150,2460418.718553241
-77,51,2460418.722025463
-61,24,2460418.7254976854
-44,16,2460418.7289699074
-26,11,2460418.7324421294
-7,7,2460418.735914352
10,3,2460418.739386574
28,0,2460418.7428587964
46,-6,2460418.7463310184
64,-15,2460418.749803241
79,-51,2460418.753275463
75,-147,2460418.7567476854
59,-169,2460418.7602199074
41,-177,2460418.7636921294
23,178,2460418.767164352
5,174,2460418.770636574
-13,170,2460418.7741087964
-31,166,2460418.7775810184
-49,160,2460418.781053241
-66,149,2460418.784525463
-81,104,2460418.7879976854
-73,15,2460418.7914699074
-57,-2,2460418.7949421294
-39,-10,2460418.798414352
-21,-14,2460418.801886574
-3,-18,2460418.8053587964
15,-22,2460418.8088310184
31,-26,2460418.811921296
49,-32,2460418.8153935187
66,-43,2460418.8188657407
81,-91,2460418.822337963
73,-178,2460418.825810185
56,164,2460418.829282407
38,157,2460418.8327546297
20,152,2460418.8362268517
2,148,2460418.839699074
-16,144,2460418.843171296
-34,140,2460418.8466435187
-51,134,2460418.8501157407
-69,121,2460418.853587963
-81,60,2460418.857060185
-71,-14,2460418.860532407
-54,-29,2460418.8640046297
-36,-35,2460418.8674768517
-18,-40,2460418.870949074
0,-43,2460418.874421296
18,-47,2460418.8778935187
36,-52,2460418.8813657407
54,-58,2460418.884837963
71,-73,2460418.888310185
81,-150,2460418.891782407
68,149,2460418.8952546297
51,137,2460418.8987268517
33,131,2460418.902199074
15,126,2460418.905671296
-2,123,2460418.9091435187
-20,119,2460418.9126157407
-38,114,2460418.916087963
-56,107,2460418.919560185
-73,90,2460418.923032407
-81,2,2460418.9265046297
-66,-44,2460418.9299768517
-49,-55,2460418.933449074
-31,-61,2460418.936921296
-13,-65,2460418.9403935187
4,-69,2460418.9438657407
22,-73,2460418.947337963
41,-78,2460418.950810185
58,-86,2460418.954282407
75,-107,2460418.9577546297
79,156,2460418.9612268517
64,120,2460418.964699074
46,110,2460418.968171296
28,105,2460418.9716435187
10,101,2460418.9751157407
-7,97,2460418.978587963
-25,93,2460418.982060185
-43,88,2460418.985532407
-61,79,2460418.9890046297
-77,53,2460418.9924768517
-78,-45,2460418.995949074
-62,-73,2460418.999421296
-44,-82,2460419.0028935187
-26,-87,2460419.0063657407
-8,-91,2460419.009837963
9,-95,2460419.013310185
27,-99,2460419.016782407
45,-104,2460419.0202546297
63,-114,2460419.0237268517
79,-147,2460419.027199074
76,114,2460419.030671296
59,92,2460419.0341435187
41,84,2460419.0376157407
23,79,2460419.041087963
5,75,2460419.044560185
-12,71,2460419.048032407
-30,67,2460419.0515046297
-48,61,2460419.0549768517
-65,51,2460419.058449074
-80,8,2460419.061921296
-74,-82,2460419.0653935187
-57,-101,2460419.0688657407
-39,-108,2460419.072337963
-21,-113,2460419.075810185
-3,-117,2460419.079282407
14,-121,2460419.0827546297
32,-125,2460419.0862268517
50,-131,2460419.089699074
68,-143,2460419.093171296
81,160,2460419.0966435187
72,80,2460419.1001157407
54,65,2460419.103587963
36,58,2460419.107060185
18,53,2460419.110532407
0,49,2460419.1140046297
-17,45,2460419.1174768517
-35,41,2460419.120949074
-53,35,2460419.124421296
-70,21,2460419.1278935187
-82,-48,2460419.1313657407
-70,-114,2460419.134837963
-52,-128,2460419.138310185
-34,-134,2460419.141782407
-16,-139,2460419.1452546297
1,-142,2460419.1487268517
19,-146,2460419.152199074
37,-151,2460419.155671296
55,-158,2460419.1591435187
72,-174,2460419.1626157407
81,101,2460419.166087963
67,49,2460419.169560185
50,38,2460419.173032407
32,32,2460419.1765046297
13,28,2460419.1799768517
-4,24,2460419.183449074
-22,20,2460419.186921296
-40,15,2460419.1903935187
-58,8,2460419.1938657407
-74,-11,2460419.197337963
-80,-104,2460419.200810185
-65,-144,2460419.204282407
-48,-154,2460419.2077546297
-30,-160,2460419.2112268517
-11,-164,2460419.214699074
6,-168,2460419.218171296
24,-172,2460419.2216435187
42,-177,2460419.2251157407
60,174,2460419.228587963
76,150,2460419.232060185
78,51,2460419.235532407
62,20,2460419.2390046297
45,11,2460419.2424768517
27,6,2460419.245949074
9,2,2460419.249421296
-9,-1,2460419.2528935187
-27,-5,2460419.2563657407
-45,-10,2460419.259837963
-62,-19,2460419.263310185
-78,-49,2460419.266782407
-77,-148,2460419.2702546297
-60,-173,2460419.2737268517
-43,178,2460419.277199074
-25,173,2460419.280671296
-7,169,2460419.2841435187
11,165,2460419.2876157407
29,161,2460419.291087963
47,155,2460419.294560185
65,145,2460419.298032407
80,107,2460419.3015046297
75,12,2460419.3049768517
58,-7,2460419.308449074
43,-13,2460419.311365741
25,-18,2460419.314837963
7,-22,2460419.3183101853
-11,-26,2460419.3217824074
-29,-30,2460419.32525463
-47,-36,2460419.328726852
-64,-45,2460419.332199074
-79,-82,2460419.3356712963
-75,-178,2460419.3391435184
-58,160,2460419.342615741
-41,153,2460419.346087963
-23,148,2460419.3495601853
-5,144,2460419.3530324074
13,140,2460419.35650463
31,136,2460419.359976852
49,130,2460419.363449074
66,119,2460419.3669212963
81,71,2460419.3703935184
73,-15,2460419.373865741
56,-32,2460419.377337963
38,-39,2460419.3808101853
20,-44,2460419.3842824074
2,-48,2460419.38775463
-15,-52,2460419.391226852
-34,-56,2460419.394699074
-51,-62,2460419.3981712963
-69,-75,2460419.4016435184
-81,-136,2460419.405115741
-71,148,2460419.408587963
-54,133,2460419.4120601853
-36,127,2460419.4155324074
-18,122,2460419.41900463
0,118,2460419.422476852
18,114,2460419.425949074
36,110,2460419.4294212963
54,103,2460419.4328935184
71,89,2460419.436365741
81,12,2460419.439837963
68,-47,2460419.4433101853
51,-59,2460419.4467824074
33,-65,2460419.45025463
15,-70,2460419.453726852
-2,-74,2460419.457199074
-20,-78,2460419.4606712963
-38,-82,2460419.4641435184
-56,-89,2460419.467615741
-73,-107,2460419.471087963
-81,165,2460419.4745601853
-66,117,2460419.4780324074
-49,106,2460419.48150463
-31,101,2460419.484976852
-13,96,2460419.488449074
4,93,2460419.4919212963
22,89,2460419.4953935184
41,84,2460419.498865741
58,76,2460419.502337963
75,55,2460419.5058101853
79,-40,2460419.5092824074
64,-76,2460419.51275463
46,-86,2460419.516226852
28,-91,2460419.519699074
10,-96,2460419.5231712963
-7,-99,2460419.5266435184
-25,-103,2460419.530115741
-43,-108,2460419.533587963
-61,-117,2460419.5370601853
-77,-143,2460419.5405324074
-78,117,2460419.54400463
-62,89,2460419.547476852
-44,80,2460419.550949074
-26,75,2460419.5544212963
-8,71,2460419.5578935184
9,67,2460419.561365741
27,63,2460419.564837963
45,57,2460419.5683101853
63,48,2460419.5717824074
79,15,2460419.57525463
76,-82,2460419.578726852
59,-104,2460419.582199074
41,-112,2460419.5856712963
23,-117,2460419.5891435184
5,-121,2460419.592615741
-12,-125,2460419.596087963
-30,-129,2460419.5995601853
-48,-135,2460419.6030324074
-65,-145,2460419.60650463
-80,171,2460419.609976852
-74,80,2460419.613449074
-57,61,2460419.6169212963
-39,54,2460419.6203935184
-21,49,2460419.623865741
-3,45,2460419.627337963
14,41,2460419.6308101853
32,37,2460419.6342824074
50,31,2460419.63775463
68,19,2460419.641226852
81,-36,2460419.644699074
72,-116,2460419.6481712963
54,-132,2460419.6516435184
36,-138,2460419.655115741
18,-143,2460419.658587963
0,-147,2460419.6620601853
-17,-151,2460419.6655324074
-35,-155,2460419.66900463
-53,-162,2460419.672476852
-70,-175,2460419.675949074
-82,114,2460419.6794212963
-70,47,2460419.6828935184
-52,34,2460419.686365741
-34,28,2460419.689837963
-16,23,2460419.6933101853
1,19,2460419.6967824074
19,15,2460419.70025463
37,11,2460419.703726852
55,4,2460419.707199074
72,-11,2460419.7106712963
81,-95,2460419.7141435184
67,-147,2460419.717615741
50,-159,2460419.721087963
32,-164,2460419.7245601853
13,-169,2460419.7280324074
-4,-173,2460419.73150463
-22,-177,2460419.734976852
-40,178,2460419.738449074
-57,170,2460419.7419212963
-74,151,2460419.7453935184
-80,58,2460419.748865741
-65,17,2460419.752337963
-48,7,2460419.7558101853
-30,2,2460419.7592824074
-12,-2,2460419.76275463
6,-5,2460419.766226852
24,-9,2460419.769699074
38,-13,2460419.772326389
55,-20,2460419.7757986113
73,-37,2460419.7792708334
81,-123,2460419.7827430554
67,-172,2460419.786215278
49,176,2460419.7896875
31,170,2460419.7931597224
13,165,2460419.7966319444
-4,162,2460419.800104167
-22,158,2460419.803576389
-40,153,2460419.8070486113
-58,145,2460419.8105208334
-75,125,2460419.8139930554
-80,31,2460419.817465278
-65,-7,2460419.8209375
-47,-17,2460419.8244097224
-29,-22,2460419.8278819444
-11,-26,2460419.831354167
6,-30,2460419.834826389
24,-34,2460419.8382986113
42,-39,2460419.8417708334
60,-47,2460419.8452430554
77,-72,2460419.848715278
78,-172,2460419.8521875
62,158,2460419.8556597224
44,149,2460419.8591319444
26,144,2460419.862604167
8,140,2460419.866076389
-9,136,2460419.8695486113
-27,132,2460419.8730208334
-45,127,2460419.8764930554
-63,117,2460419.879965278
-78,86,2460419.8834375
-76,-11,2460419.8869097224
-60,-35,2460419.8903819444
-42,-43,2460419.893854167
-24,-48,2460419.897326389
-6,-52,2460419.9007986113
11,-56,2460419.9042708334
29,-60,2460419.9077430554
47,-66,2460419.911215278
65,-76,2460419.9146875
80,-117,2460419.9181597224
74,149,2460419.9216319444
57,130,2460419.925104167
39,123,2460419.928576389
21,118,2460419.9320486113
3,114,2460419.9355208334
-14,110,2460419.9389930554
-32,106,2460419.942465278
-50,100,2460419.9459375
-67,88,2460419.9494097224
-81,36,2460419.9528819444
-72,-46,2460419.956354167
-55,-62,2460419.959826389
-37,-69,2460419.9632986113
-19,-74,2460419.9667708334
-1,-78,2460419.9702430554
16,-82,2460419.973715278
34,-86,2460419.9771875
52,-92,2460419.9806597224
70,-106,2460419.9841319444
82,-173,2460419.987604167
70,117,2460419.991076389
52,103,2460419.9945486113
35,97,2460419.9980208334
16,92,2460420.0014930554
-1,88,2460420.004965278
-19,84,2460420.0084375
-37,80,2460420.0119097224
-55,73,2460420.0153819444
-72,58,2460420.018854167
-81,-21,2460420.022326389
-68,-77,2460420.0257986113
-50,-89,2460420.0292708334
-33,-95,2460420.0327430554
-14,-100,2460420.036215278
3,-103,2460420.0396875
21,-107,2460420.0431597224
39,-112,2460420.0466319444
57,-119,2460420.050104167
74,-138,2460420.053576389
80,129,2460420.0570486113
65,87,2460420.0605208334
48,76,2460420.0639930554
30,71,2460420.067465278
12,66,2460420.0709375
-6,63,2460420.0744097224
-24,59,2460420.0778819444
-42,54,2460420.081354167
-59,46,2460420.084826389
-76,23,2460420.0882986113
-79,-73,2460420.0917708334
-63,-106,2460420.0952430554
-46,-116,2460420.098715278
-28,-121,2460420.1021875
-10,-125,2460420.1056597224
8,-129,2460420.1091319444
26,-133,2460420.112604167
44,-138,2460420.116076389
62,-147,2460420.1195486113
78,-176,2460420.1230208334
77,84,2460420.1264930554
61,58,2460420.129965278
43,50,2460420.1334375
25,45,2460420.1369097224
7,41,2460420.1403819444
-10,37,2460420.143854167
-29,33,2460420.147326389
-46,27,2460420.1507986113
-64,18,2460420.1542708334
-79,-17,2460420.1577430554
-75,-113,2460420.161215278
-59,-134,2460420.1646875
-41,-142,2460420.1681597224
-23,-147,2460420.1716319444
-5,-151,2460420.175104167
13,-155,2460420.178576389
31,-159,2460420.1820486113
49,-165,2460420.1855208334
66,-176,2460420.1889930554
81,136,2460420.192465278
73,48,2460420.1959375
56,31,2460420.1994097224
38,24,2460420.2028819444
20,19,2460420.206354167
2,15,2460420.209826389
-15,11,2460420.2132986113
-33,7,2460420.2167708334
-51,1,2460420.2202430554
-69,-11,2460420.223715278
-81,-71,2460420.2271875
-71,-147,2460420.2306597224
-54,-162,2460420.2341319444
-36,-168,2460420.237604167
-18,-173,2460420.241076389
0,-177,2460420.2445486113
17,178,2460420.2480208334
36,174,2460420.2514930554
54,167,2460420.254965278
71,153,2460420.2584375
81,77,2460420.2619097224
69,16,2460420.2653819444
51,4,2460420.268854167
33,-1,2460420.272326389
15,-6,2460420.2757986113
-2,-10,2460420.2792708334
-20,-14,2460420.2827430554
-38,-18,2460420.286215278
-56,-25,2460420.2896875
-73,-42,2460420.2931597224
-81,-129,2460420.2966319444
-67,-177,2460420.300104167
-49,171,2460420.303576389
-31,165,2460420.3070486113
-13,160,2460420.3105208334
4,157,2460420.3139930554
22,153,2460420.317465278
40,148,2460420.3209375
58,140,2460420.3244097224
75,119,2460420.3278819444
79,23,2460420.331354167
64,-12,2460420.334826389
48,-21,2460420.337974537
30,-27,2460420.341446759
12,-31,2460420.3449189817
-5,-35,2460420.3483912037
-23,-39,2460420.351863426
-41,-44,2460420.355335648
-59,-52,2460420.35880787
-76,-74,2460420.3622800927
-79,-171,2460420.3657523147
-64,154,2460420.369224537
-46,145,2460420.372696759
-28,139,2460420.3761689817
-10,135,2460420.3796412037
7,131,2460420.383113426
26,127,2460420.386585648
44,122,2460420.39005787
61,113,2460420.3935300927
